filename,label
10219.png,0
11523.png,0
10598.png,0
11172.png,0
10050.png,0
10470.png,0
11397.png,0
11936.png,0
11640.png,0
11912.png,1
12000.png,0
10180.png,0
11130.png,0
12060.png,0
11354.png,0
10258.png,1
10070.png,0
10629.png,0
10179.png,0
12048.png,0
11032.png,0
10323.png,0
11829.png,0
12017.png,0
11593.png,0
10472.png,0
10967.png,0
10234.png,0
12133.png,0
10172.png,0
12071.png,1
10421.png,1
12070.png,1
11986.png,1
11133.png,0
11043.png,0
11930.png,0
10872.png,0
12007.png,0
11998.png,0
10812.png,0
10921.png,0
10034.png,0
10998.png,0
11805.png,0
11846.png,0
11369.png,0
11534.png,0
12116.png,0
10196.png,0
10583.png,1
10588.png,0
11005.png,0
11203.png,0
10932.png,0
12131.png,1
10937.png,0
10320.png,0
11214.png,1
11700.png,0
10088.png,0
10659.png,1
11202.png,0
10507.png,0
11456.png,0
11388.png,1
12227.png,0
10199.png,0
10876.png,0
11868.png,0
11927.png,1
11736.png,0
10187.png,0
11470.png,0
10948.png,0
11873.png,0
11918.png,0
11372.png,0
10809.png,0
11906.png,0
11241.png,0
10384.png,0
10463.png,0
10355.png,0
10543.png,0
11185.png,0
10963.png,0
10052.png,0
10163.png,0
10079.png,0
10350.png,0
11590.png,1
11684.png,0
10836.png,0
12226.png,0
11324.png,0
11970.png,0
10184.png,0
11818.png,0
10280.png,0
10679.png,0
11167.png,0
10610.png,0
11797.png,0
10620.png,0
11284.png,0
10056.png,0
10279.png,0
10850.png,0
10013.png,0
10004.png,0
11582.png,0
11471.png,0
11252.png,0
10009.png,0
11474.png,0
11508.png,0
11578.png,0
11904.png,0
11634.png,0
10047.png,1
10822.png,0
11458.png,1
10286.png,0
10849.png,1
12114.png,0
10371.png,0
10365.png,0
11913.png,0
10711.png,1
10557.png,1
11066.png,0
10127.png,0
12101.png,0
11121.png,0
11519.png,0
10269.png,0
11435.png,0
11430.png,1
12290.png,0
11281.png,0
10455.png,0
11841.png,0
11515.png,0
11681.png,0
12125.png,0
10207.png,0
11766.png,0
10158.png,0
12232.png,0
10284.png,0
10406.png,0
11483.png,0
11909.png,0
11115.png,0
11710.png,0
10626.png,0
10607.png,0
12083.png,0
11612.png,1
10186.png,0
11526.png,0
10159.png,1
11496.png,0
10646.png,0
11112.png,0
11694.png,0
11270.png,0
12161.png,0
11950.png,0
12063.png,0
12006.png,0
11371.png,0
11543.png,1
11638.png,0
11140.png,0
12085.png,0
11778.png,0
12191.png,1
11146.png,0
11894.png,0
11009.png,0
11046.png,0
12308.png,0
10549.png,0
10742.png,0
10936.png,0
11791.png,0
11652.png,0
10177.png,0
10603.png,0
11512.png,1
10464.png,0
11631.png,0
11644.png,0
11305.png,0
10467.png,0
11546.png,0
10383.png,1
10634.png,0
11683.png,0
10291.png,0
11449.png,0
10913.png,0
11234.png,0
12263.png,0
11798.png,0
11111.png,0
12275.png,0
10624.png,0
10953.png,0
10814.png,0
10709.png,0
11692.png,0
10842.png,0
11375.png,0
10292.png,0
10492.png,0
12019.png,0
11908.png,0
11934.png,0
11469.png,0
10097.png,0
10909.png,0
11079.png,0
10934.png,0
11459.png,0
12040.png,0
12262.png,0
11040.png,1
10491.png,0
12286.png,0
12094.png,0
10388.png,0
11288.png,0
11105.png,0
10917.png,0
10786.png,0
11584.png,1
11493.png,0
10890.png,0
12061.png,0
10760.png,0
11321.png,0
10240.png,0
12009.png,0
10767.png,0
10744.png,0
10874.png,1
11879.png,0
12098.png,0
11446.png,0
10109.png,0
11565.png,0
11197.png,0
11928.png,0
10759.png,0
10845.png,1
10183.png,0
10118.png,0
11961.png,0
10451.png,0
10738.png,0
11044.png,0
11559.png,0
11333.png,0
10602.png,1
10831.png,0
10660.png,0
11160.png,0
11777.png,0
11109.png,0
10092.png,0
10380.png,0
11664.png,0
11817.png,0
10134.png,0
11177.png,0
12264.png,0
12093.png,0
11274.png,0
11787.png,0
10151.png,0
10217.png,0
10755.png,0
10014.png,0
11438.png,0
11365.png,0
11597.png,0
10834.png,0
11884.png,1
11784.png,0
11556.png,0
10666.png,0
10493.png,0
11511.png,0
11451.png,0
11698.png,0
11816.png,0
11767.png,0
11731.png,0
10270.png,0
11781.png,0
10322.png,0
11091.png,0
12113.png,0
11646.png,0
11922.png,0
10606.png,0
11326.png,0
10547.png,0
10008.png,0
11735.png,0
11466.png,0
11854.png,0
10338.png,0
10352.png,1
11129.png,0
11002.png,1
12270.png,0
10271.png,0
12312.png,0
10604.png,0
10529.png,0
11199.png,0
11659.png,0
11424.png,0
11707.png,0
10382.png,1
10438.png,0
11247.png,0
11960.png,0
10115.png,0
12200.png,0
11763.png,0
10321.png,0
10212.png,0
11865.png,0
12182.png,0
10063.png,0
11712.png,0
11871.png,0
10324.png,0
10328.png,0
10885.png,0
11331.png,0
10418.png,0
10506.png,1
11625.png,0
10614.png,0
10988.png,0
10054.png,0
11568.png,1
12196.png,0
10162.png,0
10685.png,0
11251.png,0
10956.png,0
11015.png,0
12135.png,0
11886.png,0
11874.png,1
10757.png,0
10099.png,0
11205.png,0
11893.png,0
11996.png,0
11253.png,0
12218.png,0
10896.png,0
11242.png,1
11104.png,0
11502.png,0
11325.png,0
12217.png,0
11993.png,0
12259.png,0
10082.png,0
12280.png,0
10203.png,0
10702.png,0
11225.png,0
10032.png,0
10552.png,0
11747.png,0
10527.png,0
11994.png,0
10611.png,0
11419.png,0
10233.png,0
10313.png,0
10542.png,0
11410.png,0
10375.png,0
11033.png,0
10591.png,0
11213.png,0
11159.png,0
10949.png,0
12167.png,0
10367.png,1
10133.png,0
11183.png,0
12247.png,0
10747.png,0
10302.png,0
10703.png,0
10386.png,0
10996.png,0
11902.png,0
11826.png,0
10497.png,0
10820.png,0
11562.png,0
10891.png,0
10512.png,0
11762.png,0
12252.png,0
11271.png,0
10643.png,0
10678.png,1
10229.png,0
12229.png,0
11499.png,0
10198.png,0
10301.png,1
11157.png,0
11462.png,0
11163.png,0
11596.png,0
11828.png,0
10751.png,0
11901.png,0
10300.png,0
11732.png,0
11484.png,0
12088.png,0
10763.png,0
10536.png,1
11292.png,0
12108.png,0
12062.png,0
12181.png,0
12092.png,0
11811.png,0
11255.png,0
10859.png,0
10086.png,0
10621.png,0
12067.png,0
11386.png,1
10227.png,0
11627.png,0
11771.png,0
10424.png,0
11911.png,0
11055.png,0
11263.png,0
11836.png,1
10692.png,0
10579.png,0
10428.png,0
10903.png,0
10293.png,0
10290.png,0
11380.png,0
10220.png,0
11114.png,0
10073.png,0
11168.png,0
10209.png,0
10954.png,0
10955.png,0
11722.png,0
10214.png,0
11589.png,0
11702.png,0
11544.png,0
10077.png,0
10946.png,0
11122.png,0
11049.png,0
11804.png,1
10904.png,0
11023.png,0
10555.png,0
12076.png,0
11363.png,1
10126.png,0
10777.png,0
11946.png,0
10515.png,0
10102.png,0
10589.png,0
12090.png,0
11021.png,0
10147.png,0
12328.png,0
11166.png,0
11016.png,0
11391.png,0
11180.png,0
10841.png,0
11733.png,0
10200.png,0
11344.png,0
10191.png,0
11550.png,0
10201.png,1
10719.png,0
12099.png,0
11968.png,0
10533.png,0
10633.png,0
10884.png,0
11117.png,0
10305.png,0
10089.png,0
10484.png,0
11036.png,0
10296.png,0
11785.png,0
11718.png,0
11134.png,0
10647.png,1
10068.png,0
12211.png,0
10091.png,0
12327.png,0
11819.png,0
11575.png,0
11347.png,0
10534.png,0
11586.png,0
10743.png,1
11338.png,0
12249.png,0
10390.png,0
11521.png,0
12021.png,0
12207.png,0
12105.png,1
11101.png,1
11461.png,0
10873.png,0
11057.png,0
10933.png,0
10561.png,0
11723.png,0
11367.png,0
10774.png,1
10801.png,0
10422.png,0
10818.png,0
11468.png,0
11782.png,0
11716.png,0
11900.png,0
10526.png,0
12297.png,0
10311.png,0
11418.png,0
11977.png,0
10025.png,0
11792.png,0
11642.png,1
11567.png,0
11238.png,0
10797.png,1
10318.png,0
11505.png,0
11690.png,0
10858.png,0
10727.png,1
12141.png,1
10839.png,0
11491.png,0
12086.png,0
11719.png,0
12282.png,0
11954.png,0
10559.png,0
11877.png,0
11437.png,0
10317.png,0
11170.png,0
11981.png,0
11713.png,1
11745.png,0
11374.png,0
11082.png,0
12163.png,0
11727.png,0
10045.png,1
12081.png,1
11223.png,0
12326.png,0
12018.png,0
11050.png,0
10715.png,0
11889.png,0
10563.png,0
10960.png,0
11299.png,1
10595.png,0
10914.png,0
10362.png,0
11356.png,0
12171.png,0
11925.png,0
11743.png,0
10973.png,0
11320.png,0
10965.png,0
10705.png,0
11983.png,0
10670.png,0
10645.png,0
10615.png,0
11709.png,0
11703.png,0
10979.png,0
10503.png,0
11693.png,0
11992.png,0
11864.png,0
11528.png,0
10535.png,0
10938.png,0
11479.png,0
12069.png,0
10341.png,0
11494.png,0
11602.png,0
10939.png,0
11106.png,0
12187.png,0
12214.png,0
10369.png,0
10509.png,0
12310.png,0
11842.png,0
10869.png,1
10652.png,0
11769.png,0
12051.png,0
10336.png,0
11445.png,0
10599.png,0
10058.png,0
11587.png,0
10204.png,0
11041.png,0
10471.png,0
11485.png,0
11569.png,0
10441.png,0
12272.png,0
11794.png,0
11070.png,0
10017.png,0
10245.png,0
11905.png,1
11721.png,0
11866.png,0
12145.png,0
12189.png,0
10978.png,0
11421.png,0
11919.png,0
12292.png,0
10202.png,0
11486.png,0
10908.png,0
10878.png,0
10706.png,0
11838.png,0
12024.png,0
12111.png,0
10912.png,0
11237.png,0
10255.png,0
11384.png,0
11619.png,0
12231.png,0
10500.png,0
11581.png,0
10141.png,0
10989.png,0
11432.png,1
11396.png,0
11162.png,0
10168.png,0
11408.png,0
11094.png,1
10274.png,0
10299.png,0
10443.png,0
12166.png,0
11352.png,0
11228.png,1
11585.png,1
12311.png,0
10525.png,0
10316.png,0
10972.png,0
12033.png,0
10368.png,0
11616.png,1
10498.png,0
10499.png,1
10804.png,0
10427.png,0
11256.png,0
11314.png,0
10156.png,0
11790.png,0
10594.png,0
10672.png,1
10485.png,0
10718.png,0
12056.png,1
10926.png,0
12260.png,0
12225.png,0
10206.png,1
12325.png,0
10124.png,0
10999.png,0
11427.png,0
10216.png,0
12237.png,1
10178.png,0
11262.png,0
11533.png,0
11488.png,0
11756.png,0
12045.png,0
11300.png,0
10257.png,0
12186.png,0
11343.png,0
10883.png,0
10114.png,0
10800.png,0
11783.png,0
10423.png,1
10190.png,0
10521.png,0
11007.png,0
12010.png,0
10314.png,0
12278.png,0
12219.png,0
11453.png,0
11808.png,1
11844.png,0
10674.png,0
12296.png,0
10160.png,0
12144.png,0
11080.png,0
11941.png,0
11916.png,0
11116.png,0
11991.png,0
10984.png,0
10545.png,0
11725.png,0
11414.png,0
10445.png,0
10254.png,1
12095.png,0
11192.png,0
11198.png,0
11088.png,1
10753.png,0
11972.png,0
10023.png,0
10925.png,0
10637.png,1
11216.png,0
10450.png,0
10654.png,1
10461.png,0
11290.png,0
11618.png,0
11500.png,1
10609.png,0
10020.png,0
10332.png,0
11979.png,0
12293.png,0
10230.png,0
12320.png,0
11059.png,0
11193.png,0
11120.png,0
11554.png,0
11594.png,0
11751.png,0
10532.png,0
11054.png,0
12253.png,0
11173.png,0
12201.png,1
11971.png,0
11240.png,0
10723.png,0
11600.png,0
10619.png,0
11107.png,0
11545.png,0
10298.png,0
11390.png,0
11017.png,0
12015.png,0
11156.png,0
12287.png,1
12043.png,0
11513.png,0
10018.png,0
11573.png,1
11539.png,0
12258.png,0
11307.png,0
11509.png,0
10945.png,0
12244.png,1
12152.png,0
10687.png,0
10897.png,0
11591.png,0
10754.png,0
10069.png,0
11939.png,0
10215.png,0
11822.png,0
10780.png,0
11840.png,0
10550.png,0
11042.png,0
11316.png,0
11661.png,0
10242.png,0
10592.png,0
12254.png,0
10540.png,0
11029.png,0
10825.png,0
12004.png,0
11680.png,0
10433.png,0
10477.png,0
10066.png,0
11530.png,0
11720.png,0
10378.png,0
10736.png,0
12319.png,0
10901.png,0
12243.png,0
10312.png,1
11084.png,0
10860.png,0
11087.png,0
11398.png,1
12011.png,0
10340.png,0
10164.png,0
12126.png,0
11697.png,0
10518.png,0
11123.png,0
10174.png,0
11943.png,0
12104.png,0
10683.png,0
12255.png,1
11944.png,0
10796.png,0
12041.png,1
10253.png,0
11728.png,0
11555.png,0
10351.png,0
10566.png,0
10123.png,0
10650.png,0
11037.png,0
11903.png,0
10223.png,1
10400.png,0
11855.png,0
10359.png,0
11308.png,0
12008.png,1
10537.png,0
10479.png,0
12012.png,0
10640.png,0
11052.png,1
12034.png,0
11439.png,0
10067.png,0
10417.png,0
11831.png,0
10145.png,1
10150.png,0
11175.png,0
11678.png,0
11561.png,0
10228.png,0
11393.png,0
11489.png,0
10870.png,0
11669.png,1
11311.png,0
11135.png,1
10098.png,0
12274.png,1
10453.png,0
12100.png,0
11686.png,0
11392.png,0
10832.png,0
10157.png,1
11580.png,0
11330.png,0
11896.png,0
10943.png,0
11425.png,0
11761.png,0
10337.png,1
11171.png,0
12025.png,0
10608.png,0
12096.png,0
10704.png,0
11940.png,0
10854.png,0
11336.png,0
10483.png,0
10037.png,0
11460.png,0
10449.png,0
12036.png,0
10195.png,0
11259.png,0
12112.png,0
10697.png,0
11218.png,0
11313.png,0
11741.png,0
11676.png,0
11092.png,0
11222.png,0
10130.png,0
11800.png,1
11312.png,0
11152.png,0
10942.png,0
11243.png,0
11008.png,0
10915.png,0
11577.png,0
10538.png,0
10425.png,0
12321.png,0
11011.png,0
12299.png,0
10735.png,0
10398.png,0
10264.png,0
11113.png,0
10635.png,0
11772.png,0
12304.png,0
12246.png,0
11132.png,0
11334.png,0
12303.png,1
11477.png,1
10104.png,0
10922.png,0
10154.png,0
10661.png,1
11282.png,1
11062.png,0
10189.png,0
10623.png,0
10935.png,0
10848.png,0
10811.png,0
11233.png,0
11976.png,0
12068.png,0
10625.png,0
10900.png,1
11789.png,0
10249.png,0
10030.png,0
11024.png,0
11956.png,1
11639.png,0
10940.png,0
12177.png,0
11207.png,0
11257.png,0
11280.png,0
11248.png,0
10830.png,0
10238.png,0
10648.png,1
11181.png,0
12165.png,0
12123.png,0
10502.png,1
10871.png,0
10982.png,0
10568.png,0
11395.png,0
10739.png,0
11179.png,0
12307.png,0
10684.png,0
11814.png,0
10429.png,0
10414.png,1
10513.png,0
11416.png,0
11048.png,0
10653.png,0
10986.png,0
10049.png,0
10440.png,0
10987.png,0
10843.png,0
12057.png,0
11744.png,0
10919.png,0
10448.png,0
11186.png,0
10548.png,0
12184.png,0
11671.png,0
11431.png,0
10740.png,0
11527.png,0
12323.png,0
10929.png,0
11144.png,0
11429.png,0
11540.png,0
10795.png,0
11795.png,0
11028.png,0
10372.png,0
10587.png,0
10026.png,0
12159.png,0
10057.png,1
10802.png,0
12162.png,0
10630.png,0
11507.png,0
11030.png,0
10992.png,0
10129.png,0
12128.png,0
10377.png,0
11506.png,1
11687.png,0
10197.png,0
10306.png,1
10235.png,1
11204.png,0
10391.png,0
11620.png,0
10176.png,0
10816.png,0
12091.png,0
11869.png,0
10586.png,0
11748.png,0
11834.png,0
10239.png,0
10627.png,0
11999.png,0
10840.png,0
10771.png,0
11890.png,0
11125.png,0
12129.png,0
10096.png,0
10829.png,0
11780.png,0
12315.png,1
10110.png,0
12156.png,0
10366.png,0
11014.png,0
10487.png,1
11888.png,0
11403.png,0
12042.png,0
12075.png,0
10923.png,0
11147.png,0
11696.png,0
10277.png,0
11279.png,0
11937.png,0
11876.png,0
10143.png,0
11405.png,0
11404.png,1
10335.png,1
12031.png,0
10775.png,0
11335.png,0
12049.png,0
11353.png,0
10094.png,0
11075.png,0
10152.png,0
10243.png,0
11194.png,0
11825.png,0
11929.png,0
12178.png,0
11852.png,0
11867.png,1
10490.png,0
12164.png,0
11532.png,0
10892.png,0
12072.png,0
12289.png,0
12285.png,0
12148.png,0
11724.png,0
11501.png,0
10447.png,0
10577.png,0
12119.png,0
11849.png,0
10076.png,0
11648.png,0
12239.png,0
12110.png,0
12157.png,0
10072.png,0
11155.png,0
10918.png,0
10721.png,0
12160.png,1
10790.png,0
10596.png,0
10356.png,0
10148.png,0
10827.png,0
12053.png,0
10964.png,0
11611.png,0
11746.png,1
10166.png,0
11980.png,1
11742.png,0
10087.png,0
10656.png,0
11178.png,1
12046.png,0
10868.png,0
11026.png,0
11136.png,0
11677.png,0
11536.png,0
10927.png,0
10941.png,0
11537.png,0
10208.png,1
11863.png,0
11830.png,0
11765.png,0
10700.png,0
11630.png,0
10791.png,0
11883.png,0
10752.png,0
10294.png,0
11350.png,1
11542.png,0
10001.png,0
11196.png,0
10764.png,0
12140.png,0
12317.png,1
10783.png,0
10325.png,0
11096.png,0
10439.png,0
11306.png,0
10136.png,0
11917.png,1
11958.png,0
11978.png,0
10560.png,0
11714.png,0
12124.png,0
10060.png,1
11914.png,0
10851.png,0
10489.png,0
11261.png,0
10565.png,0
11813.png,0
10906.png,0
10585.png,1
10750.png,0
11187.png,1
11547.png,0
12077.png,0
11887.png,0
11221.png,0
11219.png,0
10474.png,0
11691.png,0
10458.png,0
10016.png,0
11657.png,0
12082.png,0
11815.png,0
11319.png,0
11803.png,0
10950.png,0
11277.png,0
11409.png,0
11364.png,1
10514.png,1
10105.png,0
11254.png,0
10664.png,0
11098.png,0
10330.png,0
10252.png,0
10770.png,1
12216.png,1
10430.png,0
11923.png,1
11370.png,0
11571.png,0
10181.png,0
10144.png,0
11448.png,0
10756.png,1
12267.png,0
11327.png,0
10446.png,0
11773.png,0
10817.png,0
10716.png,0
12271.png,0
12193.png,0
11065.png,0
10971.png,0
10357.png,0
11359.png,0
10211.png,0
11984.png,0
12138.png,0
11989.png,0
11514.png,0
10360.png,0
10655.png,0
10297.png,0
11823.png,0
10043.png,0
11964.png,0
12318.png,0
11480.png,0
12065.png,0
12153.png,0
12224.png,0
10524.png,0
10029.png,0
12213.png,0
10861.png,0
11323.png,0
10488.png,0
10641.png,0
12074.png,0
10781.png,0
11654.png,0
12001.png,0
10090.png,1
10265.png,0
11518.png,0
10348.png,0
10746.png,0
11606.png,0
10074.png,0
10370.png,0
11201.png,0
11776.png,0
12158.png,0
10046.png,0
10835.png,0
10689.png,0
10597.png,0
10095.png,0
10247.png,1
11824.png,0
10911.png,0
12205.png,0
10799.png,0
10259.png,0
10033.png,0
10658.png,0
10698.png,0
10889.png,0
10762.png,0
10188.png,0
11672.png,0
11473.png,0
10000.png,0
11411.png,0
11236.png,0
10019.png,0
10167.png,0
11309.png,0
11774.png,0
11153.png,0
11793.png,0
11076.png,0
11636.png,0
10111.png,0
11230.png,1
11820.png,0
11662.png,1
10283.png,0
10403.png,1
11649.png,0
11495.png,0
10010.png,0
12052.png,0
12151.png,0
12238.png,0
12250.png,0
11457.png,0
10075.png,0
11553.png,1
10815.png,0
11150.png,0
10958.png,0
10951.png,1
11482.png,1
12037.png,0
11799.png,0
11552.png,0
12136.png,0
12029.png,0
11858.png,1
11378.png,0
12039.png,0
10155.png,0
12020.png,0
11296.png,0
11149.png,0
12223.png,0
12295.png,0
11510.png,0
12150.png,0
11475.png,0
10319.png,0
11341.png,0
10504.png,0
12245.png,1
11189.png,0
10308.png,1
10231.png,0
12215.png,0
11651.png,0
12248.png,0
10794.png,0
12087.png,0
11182.png,0
11924.png,1
11328.png,0
10995.png,0
10553.png,0
11195.png,1
12023.png,0
11018.png,0
10724.png,0
11138.png,0
12080.png,1
12005.png,0
12268.png,0
12257.png,0
10139.png,0
10694.png,0
12194.png,0
10452.png,0
12294.png,0
11897.png,0
10805.png,0
11351.png,1
10693.png,0
11329.png,0
10578.png,0
11212.png,0
10401.png,1
10116.png,0
12013.png,0
11108.png,0
11487.png,0
10460.png,0
10981.png,0
12221.png,0
10924.png,0
10085.png,0
10554.png,1
10639.png,0
10725.png,0
10966.png,0
10175.png,0
10581.png,0
11931.png,0
10250.png,0
10393.png,0
11275.png,0
10169.png,0
11768.png,0
10957.png,0
10993.png,0
12313.png,0
11859.png,0
11268.png,0
11064.png,0
11423.png,0
10048.png,0
10867.png,0
10059.png,0
11856.png,0
11891.png,0
12170.png,0
11001.png,0
10544.png,0
10605.png,0
12134.png,0
11689.png,0
10353.png,0
11632.png,1
11953.png,0
10205.png,0
10823.png,0
11739.png,1
12022.png,0
10968.png,0
11626.png,0
12228.png,0
11127.png,0
11058.png,0
10381.png,0
10898.png,0
11244.png,0
11151.png,0
10411.png,0
10012.png,0
11932.png,0
10276.png,0
11025.png,1
10519.png,0
11126.png,0
11503.png,0
11738.png,0
10676.png,0
10044.png,0
10888.png,0
10688.png,0
11845.png,0
11304.png,0
10093.png,0
10728.png,0
11895.png,0
10334.png,0
12291.png,0
10112.png,0
11839.png,0
10663.png,1
10373.png,0
10977.png,0
10920.png,0
11031.png,0
10582.png,0
10466.png,1
11139.png,1
11666.png,0
10907.png,1
10120.png,0
11381.png,0
10944.png,0
11047.png,0
12149.png,0
10237.png,0
10959.png,0
11517.png,0
11624.png,0
11169.png,1
10985.png,0
12054.png,0
12047.png,0
12130.png,0
10106.png,0
11910.png,0
11990.png,0
11847.png,0
11557.png,0
10287.png,0
11935.png,0
11667.png,0
11560.png,0
11531.png,0
11229.png,0
11472.png,0
11945.png,0
10787.png,0
12059.png,0
11796.png,0
10241.png,0
12306.png,0
11220.png,0
10399.png,0
11097.png,0
11529.png,0
10301 (copy).png,0
10387.png,0
11012.png,1
11276.png,0
10708.png,0
11613.png,0
11730.png,0
11394.png,0
10882.png,0
11383.png,0
10416.png,0
10039.png,0
11574.png,1
11010.png,0
11857.png,0
11294.png,0
12044.png,0
10256.png,0
11072.png,0
10289.png,0
10899.png,0
11853.png,0
10618.png,1
12240.png,0
11083.png,0
12185.png,0
10745.png,0
11599.png,0
10419.png,0
10224.png,0
10828.png,0
11266.png,0
11982.png,0
11708.png,0
10358.png,0
11481.png,1
10469.png,0
12236.png,0
12281.png,0
10975.png,0
10262.png,0
11835.png,0
12208.png,0
11209.png,0
12209.png,0
10119.png,0
11711.png,1
10331.png,0
12222.png,0
11656.png,0
10530.png,0
10761.png,0
10714.png,1
10031.png,0
10681.png,0
12197.png,0
11464.png,0
10113.png,0
11951.png,0
12003.png,0
12206.png,0
11892.png,0
10161.png,0
10798.png,0
10022.png,0
12118.png,0
10295.png,0
11366.png,0
12288.png,1
11538.png,0
11885.png,0
11447.png,1
10462.png,0
11412.png,0
11190.png,1
10806.png,0
10281.png,1
11089.png,0
11020.png,0
10768.png,0
10389.png,0
11406.png,0
10329.png,0
10494.png,0
12014.png,0
10511.png,0
11322.png,0
11297.png,0
12256.png,0
10726.png,0
10877.png,0
11985.png,0
11749.png,0
11541.png,0
12314.png,1
11061.png,1
10833.png,0
10345.png,1
10140.png,0
11988.png,0
12121.png,0
12235.png,0
11860.png,0
10101.png,0
12064.png,0
10893.png,1
11389.png,0
10636.png,0
12084.png,0
10866.png,0
11063.png,0
10758.png,0
12324.png,0
10997.png,0
10083.png,0
10551.png,0
10364.png,0
11832.png,1
11415.png,0
10531.png,0
10576.png,0
10288.png,0
11801.png,0
11085.png,0
11572.png,0
10435.png,0
10667.png,0
11843.png,0
10192.png,0
11003.png,1
12204.png,0
12073.png,0
11520.png,0
12179.png,1
11949.png,0
11211.png,0
10657.png,0
11317.png,0
10437.png,0
11753.png,0
11081.png,0
10005.png,0
11206.png,0
12030.png,0
12298.png,0
11558.png,0
12251.png,0
10363.png,0
10864.png,0
11688.png,0
10218.png,0
10221.png,0
11000.png,0
10886.png,0
11955.png,0
12109.png,1
10546.png,0
10413.png,0
10374.png,0
12016.png,0
11609.png,0
10749.png,0
