split,basename,label,img_path,mask_path,ann_path
train,10707.png,1,data/train/img\10707.png,data/train/img\10707_GT.png,data/train/ann\10707.json
train,11291.png,0,data/train/img\11291.png,data/train/img\11291_GT.png,data/train/ann\11291.json
train,11583.png,0,data/train/img\11583.png,data/train/img\11583_GT.png,data/train/ann\11583.json
train,11176.png,0,data/train/img\11176.png,data/train/img\11176_GT.png,data/train/ann\11176.json
train,11490.png,0,data/train/img\11490.png,data/train/img\11490_GT.png,data/train/ann\11490.json
train,10007.png,0,data/train/img\10007.png,data/train/img\10007_GT.png,data/train/ann\10007.json
train,10522.png,0,data/train/img\10522.png,data/train/img\10522_GT.png,data/train/ann\10522.json
train,10309.png,1,data/train/img\10309.png,data/train/img\10309_GT.png,data/train/ann\10309.json
train,11658.png,1,data/train/img\11658.png,data/train/img\11658_GT.png,data/train/ann\11658.json
train,11273.png,0,data/train/img\11273.png,data/train/img\11273_GT.png,data/train/ann\11273.json
train,10570.png,0,data/train/img\10570.png,data/train/img\10570_GT.png,data/train/ann\10570.json
train,10344.png,1,data/train/img\10344.png,data/train/img\10344_GT.png,data/train/ann\10344.json
train,12169.png,0,data/train/img\12169.png,data/train/img\12169_GT.png,data/train/ann\12169.json
train,10600.png,0,data/train/img\10600.png,data/train/img\10600_GT.png,data/train/ann\10600.json
train,10962.png,0,data/train/img\10962.png,data/train/img\10962_GT.png,data/train/ann\10962.json
train,10268.png,0,data/train/img\10268.png,data/train/img\10268_GT.png,data/train/ann\10268.json
train,10426.png,1,data/train/img\10426.png,data/train/img\10426_GT.png,data/train/ann\10426.json
train,11379.png,0,data/train/img\11379.png,data/train/img\11379_GT.png,data/train/ann\11379.json
train,11807.png,0,data/train/img\11807.png,data/train/img\11807_GT.png,data/train/ann\11807.json
train,11535.png,0,data/train/img\11535.png,data/train/img\11535_GT.png,data/train/ann\11535.json
train,10354.png,1,data/train/img\10354.png,data/train/img\10354_GT.png,data/train/ann\10354.json
train,11246.png,0,data/train/img\11246.png,data/train/img\11246_GT.png,data/train/ann\11246.json
train,12107.png,0,data/train/img\12107.png,data/train/img\12107_GT.png,data/train/ann\12107.json
train,10108.png,0,data/train/img\10108.png,data/train/img\10108_GT.png,data/train/ann\10108.json
train,10855.png,0,data/train/img\10855.png,data/train/img\10855_GT.png,data/train/ann\10855.json
train,10776.png,0,data/train/img\10776.png,data/train/img\10776_GT.png,data/train/ann\10776.json
train,11837.png,0,data/train/img\11837.png,data/train/img\11837_GT.png,data/train/ann\11837.json
train,11665.png,0,data/train/img\11665.png,data/train/img\11665_GT.png,data/train/ann\11665.json
train,10961.png,0,data/train/img\10961.png,data/train/img\10961_GT.png,data/train/ann\10961.json
train,11119.png,0,data/train/img\11119.png,data/train/img\11119_GT.png,data/train/ann\11119.json
train,11413.png,0,data/train/img\11413.png,data/train/img\11413_GT.png,data/train/ann\11413.json
train,11174.png,0,data/train/img\11174.png,data/train/img\11174_GT.png,data/train/ann\11174.json
train,12097.png,0,data/train/img\12097.png,data/train/img\12097_GT.png,data/train/ann\12097.json
train,10902.png,0,data/train/img\10902.png,data/train/img\10902_GT.png,data/train/ann\10902.json
train,11444.png,1,data/train/img\11444.png,data/train/img\11444_GT.png,data/train/ann\11444.json
train,11705.png,0,data/train/img\11705.png,data/train/img\11705_GT.png,data/train/ann\11705.json
train,10675.png,0,data/train/img\10675.png,data/train/img\10675_GT.png,data/train/ann\10675.json
train,10644.png,0,data/train/img\10644.png,data/train/img\10644_GT.png,data/train/ann\10644.json
train,11191.png,0,data/train/img\11191.png,data/train/img\11191_GT.png,data/train/ann\11191.json
train,11217.png,0,data/train/img\11217.png,data/train/img\11217_GT.png,data/train/ann\11217.json
train,10407.png,0,data/train/img\10407.png,data/train/img\10407_GT.png,data/train/ann\10407.json
train,12137.png,0,data/train/img\12137.png,data/train/img\12137_GT.png,data/train/ann\12137.json
train,10036.png,0,data/train/img\10036.png,data/train/img\10036_GT.png,data/train/ann\10036.json
train,11598.png,0,data/train/img\11598.png,data/train/img\11598_GT.png,data/train/ann\11598.json
train,10991.png,0,data/train/img\10991.png,data/train/img\10991_GT.png,data/train/ann\10991.json
train,10263.png,0,data/train/img\10263.png,data/train/img\10263_GT.png,data/train/ann\10263.json
train,10539.png,0,data/train/img\10539.png,data/train/img\10539_GT.png,data/train/ann\10539.json
train,10717.png,0,data/train/img\10717.png,data/train/img\10717_GT.png,data/train/ann\10717.json
train,10409.png,0,data/train/img\10409.png,data/train/img\10409_GT.png,data/train/ann\10409.json
train,10613.png,0,data/train/img\10613.png,data/train/img\10613_GT.png,data/train/ann\10613.json
train,11915.png,0,data/train/img\11915.png,data/train/img\11915_GT.png,data/train/ann\11915.json
train,10246.png,0,data/train/img\10246.png,data/train/img\10246_GT.png,data/train/ann\10246.json
train,10402.png,1,data/train/img\10402.png,data/train/img\10402_GT.png,data/train/ann\10402.json
train,10225.png,0,data/train/img\10225.png,data/train/img\10225_GT.png,data/train/ann\10225.json
train,10668.png,0,data/train/img\10668.png,data/train/img\10668_GT.png,data/train/ann\10668.json
train,10910.png,0,data/train/img\10910.png,data/train/img\10910_GT.png,data/train/ann\10910.json
train,11635.png,0,data/train/img\11635.png,data/train/img\11635_GT.png,data/train/ann\11635.json
train,11673.png,0,data/train/img\11673.png,data/train/img\11673_GT.png,data/train/ann\11673.json
train,11809.png,0,data/train/img\11809.png,data/train/img\11809_GT.png,data/train/ann\11809.json
train,11920.png,1,data/train/img\11920.png,data/train/img\11920_GT.png,data/train/ann\11920.json
train,11881.png,0,data/train/img\11881.png,data/train/img\11881_GT.png,data/train/ann\11881.json
train,10278.png,0,data/train/img\10278.png,data/train/img\10278_GT.png,data/train/ann\10278.json
train,11286.png,0,data/train/img\11286.png,data/train/img\11286_GT.png,data/train/ann\11286.json
train,11933.png,0,data/train/img\11933.png,data/train/img\11933_GT.png,data/train/ann\11933.json
train,11310.png,0,data/train/img\11310.png,data/train/img\11310_GT.png,data/train/ann\11310.json
train,11006.png,0,data/train/img\11006.png,data/train/img\11006_GT.png,data/train/ann\11006.json
train,10081.png,0,data/train/img\10081.png,data/train/img\10081_GT.png,data/train/ann\10081.json
train,11208.png,0,data/train/img\11208.png,data/train/img\11208_GT.png,data/train/ann\11208.json
train,11433.png,0,data/train/img\11433.png,data/train/img\11433_GT.png,data/train/ann\11433.json
train,10171.png,0,data/train/img\10171.png,data/train/img\10171_GT.png,data/train/ann\10171.json
train,10285.png,0,data/train/img\10285.png,data/train/img\10285_GT.png,data/train/ann\10285.json
train,11188.png,0,data/train/img\11188.png,data/train/img\11188_GT.png,data/train/ann\11188.json
train,11548.png,0,data/train/img\11548.png,data/train/img\11548_GT.png,data/train/ann\11548.json
train,11660.png,0,data/train/img\11660.png,data/train/img\11660_GT.png,data/train/ann\11660.json
train,10769.png,0,data/train/img\10769.png,data/train/img\10769_GT.png,data/train/ann\10769.json
train,11504.png,0,data/train/img\11504.png,data/train/img\11504_GT.png,data/train/ann\11504.json
train,11758.png,0,data/train/img\11758.png,data/train/img\11758_GT.png,data/train/ann\11758.json
train,11142.png,0,data/train/img\11142.png,data/train/img\11142_GT.png,data/train/ann\11142.json
train,11603.png,0,data/train/img\11603.png,data/train/img\11603_GT.png,data/train/ann\11603.json
train,10475.png,0,data/train/img\10475.png,data/train/img\10475_GT.png,data/train/ann\10475.json
train,10236.png,0,data/train/img\10236.png,data/train/img\10236_GT.png,data/train/ann\10236.json
train,12055.png,0,data/train/img\12055.png,data/train/img\12055_GT.png,data/train/ann\12055.json
train,11601.png,1,data/train/img\11601.png,data/train/img\11601_GT.png,data/train/ann\11601.json
train,10564.png,0,data/train/img\10564.png,data/train/img\10564_GT.png,data/train/ann\10564.json
train,10970.png,0,data/train/img\10970.png,data/train/img\10970_GT.png,data/train/ann\10970.json
train,10669.png,0,data/train/img\10669.png,data/train/img\10669_GT.png,data/train/ann\10669.json
train,10562.png,0,data/train/img\10562.png,data/train/img\10562_GT.png,data/train/ann\10562.json
train,10969.png,0,data/train/img\10969.png,data/train/img\10969_GT.png,data/train/ann\10969.json
train,11137.png,0,data/train/img\11137.png,data/train/img\11137_GT.png,data/train/ann\11137.json
train,11957.png,1,data/train/img\11957.png,data/train/img\11957_GT.png,data/train/ann\11957.json
train,10011.png,0,data/train/img\10011.png,data/train/img\10011_GT.png,data/train/ann\10011.json
train,11289.png,0,data/train/img\11289.png,data/train/img\11289_GT.png,data/train/ann\11289.json
train,10021.png,1,data/train/img\10021.png,data/train/img\10021_GT.png,data/train/ann\10021.json
train,10838.png,0,data/train/img\10838.png,data/train/img\10838_GT.png,data/train/ann\10838.json
train,11387.png,0,data/train/img\11387.png,data/train/img\11387_GT.png,data/train/ann\11387.json
train,11963.png,0,data/train/img\11963.png,data/train/img\11963_GT.png,data/train/ann\11963.json
train,11407.png,0,data/train/img\11407.png,data/train/img\11407_GT.png,data/train/ann\11407.json
train,10080.png,0,data/train/img\10080.png,data/train/img\10080_GT.png,data/train/ann\10080.json
train,11013.png,0,data/train/img\11013.png,data/train/img\11013_GT.png,data/train/ann\11013.json
train,11699.png,0,data/train/img\11699.png,data/train/img\11699_GT.png,data/train/ann\11699.json
train,10480.png,0,data/train/img\10480.png,data/train/img\10480_GT.png,data/train/ann\10480.json
train,11592.png,0,data/train/img\11592.png,data/train/img\11592_GT.png,data/train/ann\11592.json
train,11272.png,0,data/train/img\11272.png,data/train/img\11272_GT.png,data/train/ann\11272.json
train,10478.png,1,data/train/img\10478.png,data/train/img\10478_GT.png,data/train/ann\10478.json
train,12183.png,0,data/train/img\12183.png,data/train/img\12183_GT.png,data/train/ann\12183.json
train,10638.png,1,data/train/img\10638.png,data/train/img\10638_GT.png,data/train/ann\10638.json
train,12302.png,0,data/train/img\12302.png,data/train/img\12302_GT.png,data/train/ann\12302.json
train,11145.png,0,data/train/img\11145.png,data/train/img\11145_GT.png,data/train/ann\11145.json
train,11298.png,0,data/train/img\11298.png,data/train/img\11298_GT.png,data/train/ann\11298.json
train,10807.png,0,data/train/img\10807.png,data/train/img\10807_GT.png,data/train/ann\10807.json
train,11454.png,0,data/train/img\11454.png,data/train/img\11454_GT.png,data/train/ann\11454.json
train,12032.png,0,data/train/img\12032.png,data/train/img\12032_GT.png,data/train/ann\12032.json
train,11997.png,0,data/train/img\11997.png,data/train/img\11997_GT.png,data/train/ann\11997.json
train,10819.png,0,data/train/img\10819.png,data/train/img\10819_GT.png,data/train/ann\10819.json
train,10131.png,0,data/train/img\10131.png,data/train/img\10131_GT.png,data/train/ann\10131.json
train,12329.png,0,data/train/img\12329.png,data/train/img\12329_GT.png,data/train/ann\12329.json
train,11158.png,0,data/train/img\11158.png,data/train/img\11158_GT.png,data/train/ann\11158.json
train,10612.png,1,data/train/img\10612.png,data/train/img\10612_GT.png,data/train/ann\10612.json
train,10881.png,0,data/train/img\10881.png,data/train/img\10881_GT.png,data/train/ann\10881.json
train,11898.png,0,data/train/img\11898.png,data/train/img\11898_GT.png,data/train/ann\11898.json
train,10055.png,0,data/train/img\10055.png,data/train/img\10055_GT.png,data/train/ann\10055.json
train,10138.png,0,data/train/img\10138.png,data/train/img\10138_GT.png,data/train/ann\10138.json
train,10516.png,1,data/train/img\10516.png,data/train/img\10516_GT.png,data/train/ann\10516.json
train,11401.png,0,data/train/img\11401.png,data/train/img\11401_GT.png,data/train/ann\11401.json
train,10772.png,0,data/train/img\10772.png,data/train/img\10772_GT.png,data/train/ann\10772.json
train,10631.png,0,data/train/img\10631.png,data/train/img\10631_GT.png,data/train/ann\10631.json
train,10125.png,0,data/train/img\10125.png,data/train/img\10125_GT.png,data/train/ann\10125.json
train,12176.png,0,data/train/img\12176.png,data/train/img\12176_GT.png,data/train/ann\12176.json
train,10275.png,0,data/train/img\10275.png,data/train/img\10275_GT.png,data/train/ann\10275.json
train,11161.png,0,data/train/img\11161.png,data/train/img\11161_GT.png,data/train/ann\11161.json
train,10852.png,0,data/train/img\10852.png,data/train/img\10852_GT.png,data/train/ann\10852.json
train,10333.png,0,data/train/img\10333.png,data/train/img\10333_GT.png,data/train/ann\10333.json
train,12089.png,0,data/train/img\12089.png,data/train/img\12089_GT.png,data/train/ann\12089.json
train,10863.png,0,data/train/img\10863.png,data/train/img\10863_GT.png,data/train/ann\10863.json
train,10015.png,0,data/train/img\10015.png,data/train/img\10015_GT.png,data/train/ann\10015.json
train,12066.png,0,data/train/img\12066.png,data/train/img\12066_GT.png,data/train/ann\12066.json
train,10146.png,0,data/train/img\10146.png,data/train/img\10146_GT.png,data/train/ann\10146.json
train,11269.png,1,data/train/img\11269.png,data/train/img\11269_GT.png,data/train/ann\11269.json
train,11373.png,0,data/train/img\11373.png,data/train/img\11373_GT.png,data/train/ann\11373.json
train,10773.png,0,data/train/img\10773.png,data/train/img\10773_GT.png,data/train/ann\10773.json
train,11035.png,0,data/train/img\11035.png,data/train/img\11035_GT.png,data/train/ann\11035.json
train,10680.png,0,data/train/img\10680.png,data/train/img\10680_GT.png,data/train/ann\10680.json
train,11250.png,1,data/train/img\11250.png,data/train/img\11250_GT.png,data/train/ann\11250.json
train,12038.png,0,data/train/img\12038.png,data/train/img\12038_GT.png,data/train/ann\12038.json
train,11278.png,0,data/train/img\11278.png,data/train/img\11278_GT.png,data/train/ann\11278.json
train,10976.png,0,data/train/img\10976.png,data/train/img\10976_GT.png,data/train/ann\10976.json
train,10887.png,0,data/train/img\10887.png,data/train/img\10887_GT.png,data/train/ann\10887.json
train,10677.png,1,data/train/img\10677.png,data/train/img\10677_GT.png,data/train/ann\10677.json
train,11467.png,0,data/train/img\11467.png,data/train/img\11467_GT.png,data/train/ann\11467.json
train,11740.png,0,data/train/img\11740.png,data/train/img\11740_GT.png,data/train/ann\11740.json
train,11752.png,0,data/train/img\11752.png,data/train/img\11752_GT.png,data/train/ann\11752.json
train,10699.png,0,data/train/img\10699.png,data/train/img\10699_GT.png,data/train/ann\10699.json
train,12233.png,1,data/train/img\12233.png,data/train/img\12233_GT.png,data/train/ann\12233.json
train,10572.png,0,data/train/img\10572.png,data/train/img\10572_GT.png,data/train/ann\10572.json
train,11655.png,0,data/train/img\11655.png,data/train/img\11655_GT.png,data/train/ann\11655.json
train,11653.png,0,data/train/img\11653.png,data/train/img\11653_GT.png,data/train/ann\11653.json
train,10622.png,0,data/train/img\10622.png,data/train/img\10622_GT.png,data/train/ann\10622.json
train,10510.png,0,data/train/img\10510.png,data/train/img\10510_GT.png,data/train/ann\10510.json
train,11969.png,1,data/train/img\11969.png,data/train/img\11969_GT.png,data/train/ann\11969.json
train,12139.png,0,data/train/img\12139.png,data/train/img\12139_GT.png,data/train/ann\12139.json
train,10404.png,0,data/train/img\10404.png,data/train/img\10404_GT.png,data/train/ann\10404.json
train,11385.png,0,data/train/img\11385.png,data/train/img\11385_GT.png,data/train/ann\11385.json
train,11770.png,1,data/train/img\11770.png,data/train/img\11770_GT.png,data/train/ann\11770.json
train,10569.png,1,data/train/img\10569.png,data/train/img\10569_GT.png,data/train/ann\10569.json
train,11103.png,0,data/train/img\11103.png,data/train/img\11103_GT.png,data/train/ann\11103.json
train,11706.png,0,data/train/img\11706.png,data/train/img\11706_GT.png,data/train/ann\11706.json
train,11875.png,0,data/train/img\11875.png,data/train/img\11875_GT.png,data/train/ann\11875.json
train,10027.png,0,data/train/img\10027.png,data/train/img\10027_GT.png,data/train/ann\10027.json
train,10272.png,0,data/train/img\10272.png,data/train/img\10272_GT.png,data/train/ann\10272.json
train,11022.png,0,data/train/img\11022.png,data/train/img\11022_GT.png,data/train/ann\11022.json
train,10691.png,0,data/train/img\10691.png,data/train/img\10691_GT.png,data/train/ann\10691.json
train,12103.png,0,data/train/img\12103.png,data/train/img\12103_GT.png,data/train/ann\12103.json
train,11851.png,1,data/train/img\11851.png,data/train/img\11851_GT.png,data/train/ann\11851.json
train,10248.png,0,data/train/img\10248.png,data/train/img\10248_GT.png,data/train/ann\10248.json
train,12301.png,1,data/train/img\12301.png,data/train/img\12301_GT.png,data/train/ann\12301.json
train,11377.png,0,data/train/img\11377.png,data/train/img\11377_GT.png,data/train/ann\11377.json
train,11110.png,0,data/train/img\11110.png,data/train/img\11110_GT.png,data/train/ann\11110.json
train,10710.png,0,data/train/img\10710.png,data/train/img\10710_GT.png,data/train/ann\10710.json
train,10339.png,0,data/train/img\10339.png,data/train/img\10339_GT.png,data/train/ann\10339.json
train,12106.png,0,data/train/img\12106.png,data/train/img\12106_GT.png,data/train/ann\12106.json
train,11346.png,0,data/train/img\11346.png,data/train/img\11346_GT.png,data/train/ann\11346.json
train,10002.png,0,data/train/img\10002.png,data/train/img\10002_GT.png,data/train/ann\10002.json
train,11641.png,1,data/train/img\11641.png,data/train/img\11641_GT.png,data/train/ann\11641.json
train,11060.png,0,data/train/img\11060.png,data/train/img\11060_GT.png,data/train/ann\11060.json
train,10732.png,0,data/train/img\10732.png,data/train/img\10732_GT.png,data/train/ann\10732.json
train,10722.png,0,data/train/img\10722.png,data/train/img\10722_GT.png,data/train/ann\10722.json
train,10170.png,0,data/train/img\10170.png,data/train/img\10170_GT.png,data/train/ann\10170.json
train,10894.png,0,data/train/img\10894.png,data/train/img\10894_GT.png,data/train/ann\10894.json
train,11004.png,0,data/train/img\11004.png,data/train/img\11004_GT.png,data/train/ann\11004.json
train,11726.png,0,data/train/img\11726.png,data/train/img\11726_GT.png,data/train/ann\11726.json
train,10748.png,0,data/train/img\10748.png,data/train/img\10748_GT.png,data/train/ann\10748.json
train,10041.png,0,data/train/img\10041.png,data/train/img\10041_GT.png,data/train/ann\10041.json
train,12277.png,0,data/train/img\12277.png,data/train/img\12277_GT.png,data/train/ann\12277.json
train,10713.png,0,data/train/img\10713.png,data/train/img\10713_GT.png,data/train/ann\10713.json
train,10556.png,0,data/train/img\10556.png,data/train/img\10556_GT.png,data/train/ann\10556.json
train,11637.png,0,data/train/img\11637.png,data/train/img\11637_GT.png,data/train/ann\11637.json
train,10395.png,0,data/train/img\10395.png,data/train/img\10395_GT.png,data/train/ann\10395.json
train,12142.png,0,data/train/img\12142.png,data/train/img\12142_GT.png,data/train/ann\12142.json
train,10444.png,0,data/train/img\10444.png,data/train/img\10444_GT.png,data/train/ann\10444.json
train,10006.png,0,data/train/img\10006.png,data/train/img\10006_GT.png,data/train/ann\10006.json
train,12172.png,0,data/train/img\12172.png,data/train/img\12172_GT.png,data/train/ann\12172.json
train,10782.png,0,data/train/img\10782.png,data/train/img\10782_GT.png,data/train/ann\10782.json
train,10847.png,0,data/train/img\10847.png,data/train/img\10847_GT.png,data/train/ann\10847.json
train,11870.png,1,data/train/img\11870.png,data/train/img\11870_GT.png,data/train/ann\11870.json
train,11349.png,0,data/train/img\11349.png,data/train/img\11349_GT.png,data/train/ann\11349.json
train,11143.png,0,data/train/img\11143.png,data/train/img\11143_GT.png,data/train/ann\11143.json
train,12269.png,0,data/train/img\12269.png,data/train/img\12269_GT.png,data/train/ann\12269.json
train,11165.png,0,data/train/img\11165.png,data/train/img\11165_GT.png,data/train/ann\11165.json
train,12242.png,0,data/train/img\12242.png,data/train/img\12242_GT.png,data/train/ann\12242.json
train,10376.png,0,data/train/img\10376.png,data/train/img\10376_GT.png,data/train/ann\10376.json
train,10193.png,0,data/train/img\10193.png,data/train/img\10193_GT.png,data/train/ann\10193.json
train,12265.png,0,data/train/img\12265.png,data/train/img\12265_GT.png,data/train/ann\12265.json
train,11478.png,0,data/train/img\11478.png,data/train/img\11478_GT.png,data/train/ann\11478.json
train,11443.png,0,data/train/img\11443.png,data/train/img\11443_GT.png,data/train/ann\11443.json
train,10496.png,0,data/train/img\10496.png,data/train/img\10496_GT.png,data/train/ann\10496.json
train,11880.png,0,data/train/img\11880.png,data/train/img\11880_GT.png,data/train/ann\11880.json
train,10486.png,0,data/train/img\10486.png,data/train/img\10486_GT.png,data/train/ann\10486.json
train,10737.png,0,data/train/img\10737.png,data/train/img\10737_GT.png,data/train/ann\10737.json
train,10784.png,0,data/train/img\10784.png,data/train/img\10784_GT.png,data/train/ann\10784.json
train,10824.png,0,data/train/img\10824.png,data/train/img\10824_GT.png,data/train/ann\10824.json
train,11628.png,0,data/train/img\11628.png,data/train/img\11628_GT.png,data/train/ann\11628.json
train,12266.png,0,data/train/img\12266.png,data/train/img\12266_GT.png,data/train/ann\12266.json
train,10310.png,0,data/train/img\10310.png,data/train/img\10310_GT.png,data/train/ann\10310.json
train,10853.png,0,data/train/img\10853.png,data/train/img\10853_GT.png,data/train/ann\10853.json
train,12147.png,0,data/train/img\12147.png,data/train/img\12147_GT.png,data/train/ann\12147.json
train,11942.png,0,data/train/img\11942.png,data/train/img\11942_GT.png,data/train/ann\11942.json
train,10035.png,0,data/train/img\10035.png,data/train/img\10035_GT.png,data/train/ann\10035.json
train,10686.png,0,data/train/img\10686.png,data/train/img\10686_GT.png,data/train/ann\10686.json
train,11633.png,0,data/train/img\11633.png,data/train/img\11633_GT.png,data/train/ann\11633.json
train,11921.png,0,data/train/img\11921.png,data/train/img\11921_GT.png,data/train/ann\11921.json
train,10789.png,0,data/train/img\10789.png,data/train/img\10789_GT.png,data/train/ann\10789.json
train,11821.png,0,data/train/img\11821.png,data/train/img\11821_GT.png,data/train/ann\11821.json
train,10813.png,0,data/train/img\10813.png,data/train/img\10813_GT.png,data/train/ann\10813.json
train,12143.png,0,data/train/img\12143.png,data/train/img\12143_GT.png,data/train/ann\12143.json
train,11907.png,0,data/train/img\11907.png,data/train/img\11907_GT.png,data/train/ann\11907.json
train,12002.png,0,data/train/img\12002.png,data/train/img\12002_GT.png,data/train/ann\12002.json
train,10905.png,1,data/train/img\10905.png,data/train/img\10905_GT.png,data/train/ann\10905.json
train,12117.png,0,data/train/img\12117.png,data/train/img\12117_GT.png,data/train/ann\12117.json
train,10173.png,0,data/train/img\10173.png,data/train/img\10173_GT.png,data/train/ann\10173.json
train,10558.png,0,data/train/img\10558.png,data/train/img\10558_GT.png,data/train/ann\10558.json
train,10219.png,0,data/train/img\10219.png,data/train/img\10219_GT.png,data/train/ann\10219.json
train,11523.png,0,data/train/img\11523.png,data/train/img\11523_GT.png,data/train/ann\11523.json
train,10598.png,0,data/train/img\10598.png,data/train/img\10598_GT.png,data/train/ann\10598.json
