filename,x_norm,y_norm,w_norm,h_norm,area_norm,aspect_ratio,orientation,x,y,w,h,class_id,patch_path
12301,0.5589519650655022,0.0,0.4410480349344978,0.09717868338557993,0.04286046734473176,1.6290322580645162,0,128,0,101,62,3,runs/kolektor_patches\class_3\12301_36.png
11641,0.05627705627705628,0.2204724409448819,0.11688311688311688,0.031496062992125984,0.0036813580120666736,1.35,0,13,140,27,20,0,runs/kolektor_patches\class_0\11641_37.png
11641,0.1645021645021645,0.2440944881889764,0.16017316017316016,0.03779527559055118,0.0060537887309540855,1.5416666666666667,0,38,155,37,24,0,runs/kolektor_patches\class_0\11641_38.png
11870,0.04782608695652174,0.0,0.16521739130434782,0.24143302180685358,0.03988893403765407,0.24516129032258063,1,11,0,38,155,0,runs/kolektor_patches\class_0\11870_39.png
10905,0.19298245614035087,0.41509433962264153,0.4692982456140351,0.04716981132075472,0.02213670969877524,3.566666666666667,0,44,264,107,30,1,runs/kolektor_patches\class_1\10905_40.png
11912,0.8782608695652174,0.6803149606299213,0.05217391304347826,0.02047244094488189,0.0010681273536460117,0.9230769230769231,1,202,432,12,13,4,runs/kolektor_patches\class_4\11912_41.png
10258,0.09130434782608696,0.4546875,0.7608695652173914,0.1390625,0.10580842391304347,1.9662921348314606,0,21,291,175,89,1,runs/kolektor_patches\class_1\10258_42.png
12071,0.12121212121212122,0.0,0.7922077922077922,0.4589905362776025,0.36361587938875006,0.6288659793814433,1,28,0,183,291,0,runs/kolektor_patches\class_0\12071_43.png
10421,0.0,0.5413416536661466,1.0,0.12324492979719189,0.12324492979719189,2.911392405063291,0,0,347,230,79,1,runs/kolektor_patches\class_1\10421_44.png
12070,0.6217391304347826,0.4875,0.34782608695652173,0.028125,0.009782608695652175,4.444444444444445,0,143,312,80,18,4,runs/kolektor_patches\class_4\12070_45.png
11986,0.34347826086956523,0.48427672955974843,0.32608695652173914,0.02830188679245283,0.009228876127973748,4.166666666666667,0,79,308,75,18,1,runs/kolektor_patches\class_1\11986_46.png
10583,0.5427350427350427,0.4170542635658915,0.10256410256410256,0.07441860465116279,0.007632677400119261,0.5,1,127,269,24,48,4,runs/kolektor_patches\class_4\10583_47.png
10583,0.6709401709401709,0.5255813953488372,0.021367521367521368,0.017054263565891473,0.0003644073411515272,0.45454545454545453,1,157,339,5,11,4,runs/kolektor_patches\class_4\10583_48.png
12131,0.6434782608695652,0.7882736156351792,0.21739130434782608,0.0993485342019544,0.021597507435207476,0.819672131147541,1,148,484,50,61,4,runs/kolektor_patches\class_4\12131_49.png
11214,0.0,0.27001569858712715,1.0,0.37990580847723704,0.37990580847723704,0.9545454545454546,1,0,172,231,242,0,runs/kolektor_patches\class_0\11214_50.png
10659,0.7488789237668162,0.9538950715421304,0.23318385650224216,0.046104928457869634,0.010750925021566013,1.793103448275862,0,167,600,52,29,4,runs/kolektor_patches\class_4\10659_51.png
11388,0.4829059829059829,0.39652448657187994,0.41025641025641024,0.05687203791469194,0.023332118118847976,2.6666666666666665,0,113,251,96,36,4,runs/kolektor_patches\class_4\11388_52.png
11927,0.5589519650655022,0.46238244514106586,0.23580786026200873,0.023510971786833857,0.005544071949733748,3.6,0,128,295,54,15,4,runs/kolektor_patches\class_4\11927_53.png
11590,0.0,0.0,0.7268722466960352,0.14774494556765164,0.10739170052274237,1.736842105263158,0,0,0,165,95,0,runs/kolektor_patches\class_0\11590_54.png
10047,0.0,0.6750392464678179,0.8138528138528138,0.3249607535321821,0.2644702236538971,0.9082125603864735,1,0,430,188,207,1,runs/kolektor_patches\class_1\10047_55.png
11458,0.6283185840707964,0.5354330708661418,0.13274336283185842,0.031496062992125984,0.004180893317538847,1.5,0,142,340,30,20,4,runs/kolektor_patches\class_4\11458_56.png
10849,0.0,0.2259083728278041,0.09090909090909091,0.1406003159557662,0.012781846905069654,0.23595505617977527,1,0,143,21,89,0,runs/kolektor_patches\class_0\10849_57.png
10849,0.8225108225108225,0.3175355450236967,0.1774891774891775,0.08846761453396525,0.015702044138063094,0.7321428571428571,1,190,201,41,56,3,runs/kolektor_patches\class_3\10849_58.png
10711,0.463519313304721,0.6693163751987281,0.06866952789699571,0.02384737678855326,0.001637588105651726,1.0666666666666667,0,108,421,16,15,4,runs/kolektor_patches\class_4\10711_59.png
10557,0.6177777777777778,0.8,0.18666666666666668,0.09133858267716535,0.0170498687664042,0.7241379310344828,1,139,508,42,58,4,runs/kolektor_patches\class_4\10557_60.png
11430,0.26521739130434785,0.3815580286168522,0.4217391304347826,0.10333863275039745,0.04358194511647197,1.4923076923076923,0,61,240,97,65,0,runs/kolektor_patches\class_0\11430_61.png
11612,0.4497816593886463,0.046875,0.5502183406113537,0.6609375,0.3636599344978166,0.2978723404255319,1,103,30,126,423,3,runs/kolektor_patches\class_3\11612_62.png
10159,0.09606986899563319,0.11919504643962849,0.4759825327510917,0.4117647058823529,0.1959928076033907,0.40977443609022557,1,22,77,109,266,0,runs/kolektor_patches\class_0\10159_63.png
11543,0.05652173913043478,0.0,0.23478260869565218,0.11904761904761904,0.027950310559006212,0.72,1,13,0,54,75,0,runs/kolektor_patches\class_0\11543_64.png
12191,0.05217391304347826,0.4758942457231726,0.11304347826086956,0.10730948678071539,0.012130637636080872,0.37681159420289856,1,12,306,26,69,1,runs/kolektor_patches\class_1\12191_65.png
11512,0.05240174672489083,0.2772585669781931,0.05240174672489083,0.03582554517133956,0.0018773211443496715,0.5217391304347826,1,12,178,12,23,0,runs/kolektor_patches\class_0\11512_66.png
10383,0.386046511627907,0.3742138364779874,0.27906976744186046,0.1289308176100629,0.035980693286529176,0.7317073170731707,1,83,238,60,82,3,runs/kolektor_patches\class_3\10383_67.png
11040,0.30735930735930733,0.9462875197472354,0.1471861471861472,0.053712480252764615,0.007905733024216436,1.0,0,71,599,34,34,1,runs/kolektor_patches\class_1\11040_68.png
11584,0.37280701754385964,0.5352112676056338,0.4956140350877193,0.15336463223787167,0.07600966422315569,1.153061224489796,0,85,342,113,98,4,runs/kolektor_patches\class_4\11584_69.png
10874,0.27074235807860264,0.45768025078369906,0.0611353711790393,0.014106583072100314,0.0008624111921808052,1.5555555555555556,0,62,292,14,9,1,runs/kolektor_patches\class_1\10874_70.png
10845,0.38095238095238093,0.26456692913385826,0.5757575757575758,0.047244094488188976,0.02720114531138153,4.433333333333334,0,88,168,133,30,3,runs/kolektor_patches\class_3\10845_71.png
10602,0.0,0.5217391304347826,0.2794759825327511,0.052795031055900624,0.014754943177194934,1.8823529411764706,0,0,336,64,34,1,runs/kolektor_patches\class_1\10602_72.png
11884,0.03896103896103896,0.2559241706161137,0.19047619047619047,0.06635071090047394,0.01263823064770932,1.0476190476190477,0,9,162,44,42,0,runs/kolektor_patches\class_0\11884_73.png
10352,0.008658008658008658,0.4069400630914827,0.22077922077922077,0.055205047318611984,0.012188127330083166,1.457142857142857,0,2,258,51,35,1,runs/kolektor_patches\class_1\10352_74.png
10352,0.5151515151515151,0.4227129337539432,0.29004329004329005,0.04258675078864353,0.012352001310991846,2.4814814814814814,0,119,268,67,27,4,runs/kolektor_patches\class_4\10352_75.png
11002,0.21585903083700442,0.47641509433962265,0.4052863436123348,0.059748427672955975,0.024215221788158367,2.4210526315789473,0,49,303,92,38,1,runs/kolektor_patches\class_1\11002_76.png
10382,0.3852813852813853,0.2377952755905512,0.6147186147186147,0.1968503937007874,0.12100760132256196,1.136,0,89,151,142,125,3,runs/kolektor_patches\class_3\10382_77.png
10506,0.22077922077922077,0.5255813953488372,0.33766233766233766,0.03875968992248062,0.013087687506292158,3.12,0,51,339,78,25,1,runs/kolektor_patches\class_1\10506_78.png
11568,0.4391304347826087,0.3640625,0.5608695652173913,0.0390625,0.021908967391304348,5.16,0,101,233,129,25,3,runs/kolektor_patches\class_3\11568_79.png
11874,0.0,0.0047694753577106515,0.4890829694323144,0.42289348171701113,0.20682999979172598,0.42105263157894735,1,0,3,112,266,0,runs/kolektor_patches\class_0\11874_80.png
11242,0.22807017543859648,0.7990726429675425,0.4473684210526316,0.08191653786707882,0.03664687220369316,1.9245283018867925,0,52,517,102,53,1,runs/kolektor_patches\class_1\11242_81.png
10367,0.7424892703862661,0.4578696343402226,0.2446351931330472,0.02384737678855326,0.005833907626384274,3.8,0,173,288,57,15,4,runs/kolektor_patches\class_4\10367_82.png
10678,0.20361990950226244,0.20952380952380953,0.24434389140271492,0.10317460317460317,0.025210084033613446,0.8307692307692308,1,45,132,54,65,0,runs/kolektor_patches\class_0\10678_83.png
10301,0.43776824034334766,0.9038759689922481,0.5107296137339056,0.09612403100775194,0.04909338922713511,1.9193548387096775,0,102,583,119,62,4,runs/kolektor_patches\class_4\10301_84.png
10536,0.0,0.0,0.31140350877192985,0.18040435458786935,0.05617854901639791,0.6120689655172413,1,0,0,71,116,0,runs/kolektor_patches\class_0\10536_85.png
11386,0.911504424778761,0.09235668789808917,0.08849557522123894,0.15286624203821655,0.013527986021081111,0.20833333333333334,1,206,58,20,96,3,runs/kolektor_patches\class_3\11386_86.png
11836,0.048034934497816595,0.9246467817896389,0.18340611353711792,0.07535321821036106,0.013820240894476702,0.875,1,11,589,42,48,1,runs/kolektor_patches\class_1\11836_87.png
11804,0.53125,0.05799373040752351,0.30357142857142855,0.11598746081504702,0.035210479175996415,0.918918918918919,1,119,37,68,74,3,runs/kolektor_patches\class_3\11804_88.png
11363,0.1774891774891775,0.8112,0.17316017316017315,0.0672,0.011636363636363636,0.9523809523809523,1,41,507,40,42,1,runs/kolektor_patches\class_1\11363_89.png
11363,0.025974025974025976,0.8992,0.06493506493506493,0.0448,0.002909090909090909,0.5357142857142857,1,6,562,15,28,1,runs/kolektor_patches\class_1\11363_90.png
10201,0.0,0.41001564945226915,0.5414847161572053,0.24726134585289514,0.1338882396758035,0.7848101265822784,1,0,262,124,158,1,runs/kolektor_patches\class_1\10201_91.png
10647,0.15584415584415584,0.6018808777429467,0.18181818181818182,0.061128526645768025,0.011114277571957822,1.0769230769230769,0,36,384,42,39,1,runs/kolektor_patches\class_1\10647_92.png
10743,0.4260869565217391,0.0,0.46956521739130436,0.13449367088607594,0.0631535498073748,1.2705882352941176,0,98,0,108,85,3,runs/kolektor_patches\class_3\10743_93.png
12105,0.6608695652173913,0.5089722675367048,0.3391304347826087,0.06525285481239804,0.022129229023334987,1.95,0,152,312,78,40,4,runs/kolektor_patches\class_4\12105_94.png
11101,0.043668122270742356,0.0,0.5065502183406113,0.277602523659306,0.14061961897152617,0.6590909090909091,1,10,0,116,176,0,runs/kolektor_patches\class_0\11101_95.png
10774,0.33476394849785407,0.23824451410658307,0.23605150214592274,0.04231974921630094,0.009989640372946574,2.037037037037037,0,78,152,55,27,0,runs/kolektor_patches\class_0\10774_96.png
11642,0.2532188841201717,0.0,0.4892703862660944,0.22727272727272727,0.111197815060476,0.7862068965517242,1,59,0,114,145,0,runs/kolektor_patches\class_0\11642_97.png
10797,0.7136363636363636,0.5079113924050633,0.2863636363636364,0.20094936708860758,0.057544591484464905,0.49606299212598426,1,157,321,63,127,4,runs/kolektor_patches\class_4\10797_98.png
10727,0.8405172413793104,0.05,0.09913793103448276,0.05,0.004956896551724138,0.71875,1,195,32,23,32,3,runs/kolektor_patches\class_3\10727_99.png
12141,0.059907834101382486,0.6451612903225806,0.05069124423963134,0.0935483870967742,0.004742084138546157,0.1896551724137931,1,13,400,11,58,1,runs/kolektor_patches\class_1\12141_100.png
11713,0.0,0.554160125588697,0.26200873362445415,0.0706436420722135,0.018509251197959868,1.3333333333333333,0,0,353,60,45,1,runs/kolektor_patches\class_1\11713_101.png
10045,0.8625592417061612,0.8385579937304075,0.03317535545023697,0.007836990595611285,0.00025999494866956873,1.4,0,182,535,7,5,4,runs/kolektor_patches\class_4\10045_102.png
12081,0.6478260869565218,0.267515923566879,0.23478260869565218,0.07643312101910828,0.017945167543616726,1.125,0,149,168,54,48,3,runs/kolektor_patches\class_3\12081_103.png
11299,0.39826839826839827,0.2578125,0.22510822510822512,0.1140625,0.025676406926406926,0.7123287671232876,1,92,165,52,73,3,runs/kolektor_patches\class_3\11299_104.png
10869,0.05652173913043478,0.8195956454121306,0.8478260869565217,0.12752721617418353,0.10812090066941646,2.3780487804878048,0,13,527,195,82,1,runs/kolektor_patches\class_1\10869_105.png
11905,0.0043859649122807015,0.0,0.2412280701754386,0.18124006359300476,0.04372019077901431,0.4824561403508772,1,1,0,55,114,0,runs/kolektor_patches\class_0\11905_106.png
11905,0.0,0.43084260731319557,0.09649122807017543,0.04292527821939587,0.0041419128106434605,0.8148148148148148,1,0,271,22,27,1,runs/kolektor_patches\class_1\11905_107.png
11432,0.5238095238095238,0.4359375,0.1645021645021645,0.121875,0.0200487012987013,0.48717948717948717,1,121,279,38,78,4,runs/kolektor_patches\class_4\11432_108.png
11094,0.5633187772925764,0.8414442700156985,0.22270742358078602,0.05023547880690738,0.01118781405743352,1.59375,0,129,536,51,32,4,runs/kolektor_patches\class_4\11094_109.png
11228,0.0,0.38810641627543035,0.33189655172413796,0.16118935837245696,0.05349819221844477,0.7475728155339806,1,0,248,77,103,1,runs/kolektor_patches\class_1\11228_110.png
11585,0.42410714285714285,0.838351822503962,0.5758928571428571,0.07765451664025357,0.04472068145800317,2.63265306122449,0,95,529,129,49,4,runs/kolektor_patches\class_4\11585_111.png
11616,0.01293103448275862,0.33073322932917315,0.14655172413793102,0.07020280811232449,0.010288342568185485,0.7555555555555555,1,3,212,34,45,0,runs/kolektor_patches\class_0\11616_112.png
10499,0.0,0.8209876543209876,0.16972477064220184,0.17901234567901234,0.03038282931249292,0.31896551724137934,1,0,532,37,116,1,runs/kolektor_patches\class_1\10499_113.png
10672,0.35714285714285715,0.7618296529968455,0.23949579831932774,0.15615141955835962,0.03739760888582563,0.5757575757575758,1,85,483,57,99,4,runs/kolektor_patches\class_4\10672_114.png
12056,0.0,0.0,0.6086956521739131,0.24651162790697675,0.15005055611729018,0.8805031446540881,1,0,0,140,159,0,runs/kolektor_patches\class_0\12056_115.png
10206,0.06060606060606061,0.0,0.3203463203463203,0.40717628705148207,0.13043742528921937,0.2835249042145594,1,14,0,74,261,0,runs/kolektor_patches\class_0\10206_116.png
12237,0.0,0.3996865203761755,0.40948275862068967,0.2115987460815047,0.08664603826613339,0.7037037037037037,1,0,255,95,135,1,runs/kolektor_patches\class_1\12237_117.png
12237,0.7974137931034483,0.4670846394984326,0.2025862068965517,0.05329153605015674,0.010796130148092099,1.3823529411764706,0,185,298,47,34,4,runs/kolektor_patches\class_4\12237_118.png
10423,0.36796536796536794,0.5171875,0.19913419913419914,0.0703125,0.014001623376623376,1.0222222222222221,0,85,331,46,45,4,runs/kolektor_patches\class_4\10423_119.png
10423,0.6536796536796536,0.5859375,0.12554112554112554,0.0875,0.010984848484848484,0.5178571428571429,1,151,375,29,56,4,runs/kolektor_patches\class_4\10423_120.png
11808,0.28061224489795916,0.0,0.6275510204081632,0.19623233908948196,0.1231458046326851,0.984,1,55,0,123,125,0,runs/kolektor_patches\class_0\11808_121.png
10254,0.10526315789473684,0.5180533751962323,0.19298245614035087,0.0989010989010989,0.019086176980913822,0.6984126984126984,1,24,330,44,63,1,runs/kolektor_patches\class_1\10254_122.png
11088,0.0,0.15070643642072212,0.5677966101694916,0.24175824175824176,0.13726951015086608,0.8701298701298701,1,0,96,134,154,0,runs/kolektor_patches\class_0\11088_123.png
10637,0.33624454148471616,0.14756671899529042,0.3056768558951965,0.05337519623233909,0.016315562167090552,2.0588235294117645,0,77,94,70,34,0,runs/kolektor_patches\class_0\10637_124.png
10654,0.04721030042918455,0.46226415094339623,0.51931330472103,0.05345911949685535,0.027762032013388397,3.5588235294117645,0,11,294,121,34,1,runs/kolektor_patches\class_1\10654_125.png
11500,0.05752212389380531,0.32222222222222224,0.4911504424778761,0.173015873015873,0.08497682258744206,1.018348623853211,0,13,203,111,109,0,runs/kolektor_patches\class_0\11500_126.png
12201,0.04782608695652174,0.4976228209191759,0.4652173913043478,0.06656101426307448,0.030965341418039,2.5476190476190474,0,11,314,107,42,1,runs/kolektor_patches\class_1\12201_127.png
12287,0.21645021645021645,0.2717219589257504,0.2683982683982684,0.10426540284360189,0.02798465357707064,0.9393939393939394,1,50,172,62,66,0,runs/kolektor_patches\class_0\12287_128.png
11573,0.296137339055794,0.470404984423676,0.4592274678111588,0.06697819314641744,0.030758226037195996,2.488372093023256,0,69,302,107,43,1,runs/kolektor_patches\class_1\11573_129.png
12244,0.6157205240174672,0.0,0.31877729257641924,0.05161290322580645,0.016453021552331314,2.28125,0,141,0,73,32,3,runs/kolektor_patches\class_3\12244_130.png
10312,0.24675324675324675,0.758998435054773,0.35064935064935066,0.050078247261345854,0.017559904883848544,2.53125,0,57,485,81,32,1,runs/kolektor_patches\class_1\10312_131.png
10312,0.6363636363636364,0.7715179968701096,0.2987012987012987,0.15492957746478872,0.04627766599597585,0.696969696969697,1,147,493,69,99,4,runs/kolektor_patches\class_4\10312_132.png
11398,0.6044444444444445,0.37094281298299847,0.39555555555555555,0.18083462132921174,0.07153013910355487,0.7606837606837606,1,136,240,89,117,3,runs/kolektor_patches\class_3\11398_133.png
12255,0.0,0.060064935064935064,0.09565217391304348,0.125,0.011956521739130435,0.2857142857142857,1,0,37,22,77,0,runs/kolektor_patches\class_0\12255_134.png
12041,0.8820960698689956,0.27258320126782887,0.08296943231441048,0.042789223454833596,0.0035501975792220017,0.7037037037037037,1,202,172,19,27,3,runs/kolektor_patches\class_3\12041_135.png
10223,0.12987012987012986,0.36728395061728397,0.5454545454545454,0.15895061728395063,0.0867003367003367,1.2233009708737863,0,30,238,126,103,0,runs/kolektor_patches\class_0\10223_136.png
12008,0.008547008547008548,0.5491419656786272,0.3803418803418803,0.23088923556942278,0.08781684600717363,0.6013513513513513,1,2,352,89,148,1,runs/kolektor_patches\class_1\12008_137.png
11052,0.0,0.0,0.24444444444444444,0.08280254777070063,0.02024062278839349,1.0576923076923077,0,0,0,55,52,0,runs/kolektor_patches\class_0\11052_138.png
11052,0.0,0.1035031847133758,0.13777777777777778,0.12261146496815287,0.016893135173389952,0.4025974025974026,1,0,65,31,77,0,runs/kolektor_patches\class_0\11052_139.png
10145,0.1956521739130435,0.8364779874213837,0.15217391304347827,0.07232704402515723,0.0110062893081761,0.7608695652173914,1,45,532,35,46,1,runs/kolektor_patches\class_1\10145_140.png
11669,0.4206008583690987,0.8021638330757341,0.3261802575107296,0.18856259659969088,0.061505396315779,0.6229508196721312,1,98,519,76,122,4,runs/kolektor_patches\class_4\11669_141.png
11135,0.0,0.35668789808917195,0.14847161572052403,0.1449044585987261,0.021514199093260647,0.37362637362637363,1,0,224,34,91,0,runs/kolektor_patches\class_0\11135_142.png
12274,0.16956521739130434,0.7774244833068362,0.27391304347826084,0.08744038155802862,0.023951061035460013,1.1454545454545455,0,39,489,63,55,1,runs/kolektor_patches\class_1\12274_143.png
10157,0.0,0.0,0.2683982683982684,0.23112480739599384,0.06203349808896804,0.41333333333333333,1,0,0,62,150,0,runs/kolektor_patches\class_0\10157_144.png
10337,0.02608695652173913,0.5524691358024691,0.10869565217391304,0.14969135802469136,0.01627079978529254,0.25773195876288657,1,6,358,25,97,1,runs/kolektor_patches\class_1\10337_145.png
11800,0.0,0.0,0.1574074074074074,0.268370607028754,0.042243521476748314,0.20238095238095238,1,0,0,34,168,0,runs/kolektor_patches\class_0\11800_146.png
12303,0.0,0.096875,0.5991379310344828,0.225,0.13480603448275863,0.9652777777777778,1,0,62,139,144,0,runs/kolektor_patches\class_0\12303_147.png
11477,0.5521739130434783,0.4735202492211838,0.44782608695652176,0.06230529595015576,0.027901936882026277,2.575,0,127,304,103,40,4,runs/kolektor_patches\class_4\11477_148.png
10661,0.13733905579399142,0.5224358974358975,0.48068669527896996,0.0641025641025641,0.030813249697369868,2.8,0,32,326,112,40,1,runs/kolektor_patches\class_1\10661_149.png
11282,0.42105263157894735,0.3761904761904762,0.20614035087719298,0.09047619047619047,0.01865079365079365,0.8245614035087719,1,96,237,47,57,3,runs/kolektor_patches\class_3\11282_150.png
10900,0.4327731092436975,0.0,0.13865546218487396,0.0778816199376947,0.010798712008167753,0.66,1,103,0,33,50,3,runs/kolektor_patches\class_3\10900_151.png
11956,0.7532467532467533,0.09516380655226209,0.15151515151515152,0.11388455538221529,0.017255235663972013,0.4794520547945205,1,174,61,35,73,3,runs/kolektor_patches\class_3\11956_152.png
11956,0.36363636363636365,0.45865834633385333,0.10822510822510822,0.0187207488299532,0.002026055068176753,2.0833333333333335,0,84,294,25,12,4,runs/kolektor_patches\class_4\11956_153.png
10648,0.8289473684210527,0.30250783699059564,0.12280701754385964,0.03605015673981191,0.004427212231204972,1.2173913043478262,0,189,193,28,23,3,runs/kolektor_patches\class_3\10648_154.png
10502,0.2894736842105263,0.037209302325581395,0.06140350877192982,0.034108527131782945,0.0020943832449340405,0.6363636363636364,1,66,24,14,22,0,runs/kolektor_patches\class_0\10502_155.png
10414,0.13063063063063063,0.5333333333333333,0.5585585585585585,0.12380952380952381,0.06915486915486915,1.5897435897435896,0,29,336,124,78,1,runs/kolektor_patches\class_1\10414_156.png
10057,0.24782608695652175,0.5546875,0.1826086956521739,0.0953125,0.017404891304347827,0.6885245901639344,1,57,355,42,61,1,runs/kolektor_patches\class_1\10057_157.png
